Date,NAV,Fund,Fund_Type
10-11-2022 00:00,127.0208,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
09-11-2022 00:00,127.4185,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
07-11-2022 00:00,127.8153,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
04-11-2022 00:00,127.4231,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
03-11-2022 00:00,127.6022,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
02-11-2022 00:00,127.7521,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
01-11-2022 00:00,128.0995,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
31-10-2022 00:00,127.6833,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
28-10-2022 00:00,126.8048,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
27-10-2022 00:00,127.1195,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
25-10-2022 00:00,126.4475,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
21-10-2022 00:00,125.5669,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
20-10-2022 00:00,125.3575,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
19-10-2022 00:00,125.1373,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
18-10-2022 00:00,125.2102,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
17-10-2022 00:00,124.6304,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
14-10-2022 00:00,124.1061,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
13-10-2022 00:00,123.6213,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
12-10-2022 00:00,124.1435,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
11-10-2022 00:00,123.5476,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
10-10-2022 00:00,124.5516,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
07-10-2022 00:00,124.685,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
06-10-2022 00:00,124.5724,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
04-10-2022 00:00,124.094,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
03-10-2022 00:00,122.8725,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
30-09-2022 00:00,123.5717,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
29-09-2022 00:00,122.5751,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
28-09-2022 00:00,122.5232,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
27-09-2022 00:00,122.7477,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
26-09-2022 00:00,122.6142,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
23-09-2022 00:00,123.8383,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
22-09-2022 00:00,125.0364,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
21-09-2022 00:00,125.2973,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
20-09-2022 00:00,125.7118,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
19-09-2022 00:00,124.9512,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
16-09-2022 00:00,124.8146,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
15-09-2022 00:00,126.1612,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
14-09-2022 00:00,126.4646,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
13-09-2022 00:00,126.5409,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
12-09-2022 00:00,126.1696,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
09-09-2022 00:00,125.6186,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
08-09-2022 00:00,125.5339,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
07-09-2022 00:00,124.7849,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
06-09-2022 00:00,124.7734,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
05-09-2022 00:00,124.6277,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
02-09-2022 00:00,124.3627,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
01-09-2022 00:00,123.9655,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
30-08-2022 00:00,124.2364,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
29-08-2022 00:00,122.8677,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
26-08-2022 00:00,123.8035,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
25-08-2022 00:00,123.4934,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
24-08-2022 00:00,123.4151,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
23-08-2022 00:00,123.1331,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
22-08-2022 00:00,122.6623,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
19-08-2022 00:00,123.7052,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
18-08-2022 00:00,124.4076,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
17-08-2022 00:00,124.2796,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
12-08-2022 00:00,123.2648,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
11-08-2022 00:00,123.0365,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
10-08-2022 00:00,122.4328,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
08-08-2022 00:00,122.2828,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
05-08-2022 00:00,121.8788,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
04-08-2022 00:00,121.6724,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
03-08-2022 00:00,121.5989,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
02-08-2022 00:00,121.5958,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
01-08-2022 00:00,121.4489,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
29-07-2022 00:00,120.6571,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
28-07-2022 00:00,120.0377,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
27-07-2022 00:00,119.487,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
26-07-2022 00:00,119.1098,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
25-07-2022 00:00,119.9293,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
22-07-2022 00:00,120.0726,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
21-07-2022 00:00,119.6142,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
20-07-2022 00:00,118.9767,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
19-07-2022 00:00,118.5506,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
18-07-2022 00:00,118.2214,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
15-07-2022 00:00,117.0924,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
14-07-2022 00:00,116.7852,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
13-07-2022 00:00,116.926,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
12-07-2022 00:00,117.1831,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
11-07-2022 00:00,117.6719,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
08-07-2022 00:00,117.6596,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
07-07-2022 00:00,117.0386,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
06-07-2022 00:00,116.3,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
05-07-2022 00:00,115.5387,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
04-07-2022 00:00,115.6325,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
01-07-2022 00:00,115.0387,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
30-06-2022 00:00,114.7458,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
29-06-2022 00:00,114.7043,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
28-06-2022 00:00,115.0608,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
27-06-2022 00:00,115.12,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
24-06-2022 00:00,114.3891,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
23-06-2022 00:00,113.8208,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
22-06-2022 00:00,113.1924,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
21-06-2022 00:00,113.9108,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
20-06-2022 00:00,112.6983,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
17-06-2022 00:00,112.8712,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
16-06-2022 00:00,113.2533,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
15-06-2022 00:00,114.7756,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
14-06-2022 00:00,114.754,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
13-06-2022 00:00,114.758,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
10-06-2022 00:00,116.364,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
09-06-2022 00:00,116.9538,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
08-06-2022 00:00,116.6109,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
07-06-2022 00:00,116.9294,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
06-06-2022 00:00,117.5503,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
03-06-2022 00:00,117.7193,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
02-06-2022 00:00,118.2139,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
01-06-2022 00:00,117.965,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
31-05-2022 00:00,118.0081,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
30-05-2022 00:00,118.0758,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
27-05-2022 00:00,116.8236,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
26-05-2022 00:00,116.2891,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
25-05-2022 00:00,115.607,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
24-05-2022 00:00,116.0547,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
23-05-2022 00:00,116.3416,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
20-05-2022 00:00,116.3182,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
19-05-2022 00:00,114.9851,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
18-05-2022 00:00,116.4094,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
17-05-2022 00:00,116.5679,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
13-05-2022 00:00,114.9042,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
12-05-2022 00:00,115.0868,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
11-05-2022 00:00,116.1683,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
10-05-2022 00:00,116.2901,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
09-05-2022 00:00,116.657,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
06-05-2022 00:00,117.0838,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
05-05-2022 00:00,118.0311,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
04-05-2022 00:00,117.9188,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
02-05-2022 00:00,119.1801,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
29-04-2022 00:00,119.4663,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
28-04-2022 00:00,120.1525,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
27-04-2022 00:00,119.5408,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
26-04-2022 00:00,120.0742,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
25-04-2022 00:00,119.4113,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
22-04-2022 00:00,120.0064,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
21-04-2022 00:00,120.6712,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
20-04-2022 00:00,120.0217,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
19-04-2022 00:00,119.6498,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
18-04-2022 00:00,120.5344,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
13-04-2022 00:00,121.3028,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
12-04-2022 00:00,121.3823,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
11-04-2022 00:00,121.8845,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
08-04-2022 00:00,122.0753,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
07-04-2022 00:00,121.723,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
06-04-2022 00:00,121.8657,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
05-04-2022 00:00,122.0372,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
04-04-2022 00:00,121.8378,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
31-03-2022 00:00,119.8656,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
30-03-2022 00:00,119.7311,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
29-03-2022 00:00,119.046,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
28-03-2022 00:00,118.6958,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
25-03-2022 00:00,118.5666,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
24-03-2022 00:00,118.9377,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
23-03-2022 00:00,118.9151,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
22-03-2022 00:00,119.1484,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
21-03-2022 00:00,118.6417,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
17-03-2022 00:00,119.388,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
16-03-2022 00:00,118.5833,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
15-03-2022 00:00,117.4277,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
14-03-2022 00:00,117.8637,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
11-03-2022 00:00,117.2068,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
10-03-2022 00:00,117.0848,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
09-03-2022 00:00,116.2146,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
08-03-2022 00:00,115.235,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
07-03-2022 00:00,114.5764,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
04-03-2022 00:00,115.762,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
03-03-2022 00:00,116.5725,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
02-03-2022 00:00,117.0223,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
28-02-2022 00:00,117.1428,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
25-02-2022 00:00,116.8474,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
24-02-2022 00:00,115.3991,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
23-02-2022 00:00,117.9987,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
22-02-2022 00:00,117.9028,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
21-02-2022 00:00,118.4077,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
18-02-2022 00:00,118.6442,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
17-02-2022 00:00,118.7574,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
16-02-2022 00:00,118.9786,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
15-02-2022 00:00,119.0112,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
14-02-2022 00:00,117.453,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
11-02-2022 00:00,119.3306,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
10-02-2022 00:00,120.2084,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
09-02-2022 00:00,119.7887,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
08-02-2022 00:00,119.1607,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
04-02-2022 00:00,120.1194,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
03-02-2022 00:00,120.3223,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
02-02-2022 00:00,120.815,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
01-02-2022 00:00,120.2077,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
31-01-2022 00:00,119.6615,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
28-01-2022 00:00,118.7524,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
27-01-2022 00:00,118.6658,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
25-01-2022 00:00,119.0291,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
24-01-2022 00:00,118.2053,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
21-01-2022 00:00,119.6144,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
20-01-2022 00:00,120.5396,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
19-01-2022 00:00,120.8335,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
18-01-2022 00:00,121.0763,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
17-01-2022 00:00,121.757,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
14-01-2022 00:00,121.6341,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
13-01-2022 00:00,121.5658,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
12-01-2022 00:00,121.386,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
11-01-2022 00:00,120.7876,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
10-01-2022 00:00,120.6636,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
07-01-2022 00:00,119.9669,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
06-01-2022 00:00,119.8204,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
05-01-2022 00:00,120.0308,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
04-01-2022 00:00,119.7422,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
03-01-2022 00:00,119.321,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
31-12-2021 00:00,118.538,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
30-12-2021 00:00,117.9358,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
29-12-2021 00:00,117.9814,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
28-12-2021 00:00,118.0567,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
27-12-2021 00:00,117.6122,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
24-12-2021 00:00,117.3454,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
23-12-2021 00:00,117.7872,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
22-12-2021 00:00,117.4284,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
21-12-2021 00:00,116.587,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
20-12-2021 00:00,115.991,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
17-12-2021 00:00,117.3178,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
16-12-2021 00:00,118.3276,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
15-12-2021 00:00,118.475,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
14-12-2021 00:00,118.6646,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
13-12-2021 00:00,118.6132,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
10-12-2021 00:00,118.8001,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
09-12-2021 00:00,118.8139,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
08-12-2021 00:00,118.7074,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
07-12-2021 00:00,117.7771,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
06-12-2021 00:00,116.9044,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
03-12-2021 00:00,117.8013,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
02-12-2021 00:00,118.0822,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
01-12-2021 00:00,117.592,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
30-11-2021 00:00,117.208,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
29-11-2021 00:00,117.2539,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
26-11-2021 00:00,116.9931,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
25-11-2021 00:00,118.5782,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
24-11-2021 00:00,118.439,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
23-11-2021 00:00,118.5256,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
22-11-2021 00:00,118.1006,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
18-11-2021 00:00,118.9388,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
17-11-2021 00:00,119.4301,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
16-11-2021 00:00,119.776,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
15-11-2021 00:00,120.0512,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
12-11-2021 00:00,120.1966,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
11-11-2021 00:00,119.7808,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
10-11-2021 00:00,120.2699,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
09-11-2021 00:00,120.3311,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
08-11-2021 00:00,119.9886,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
03-11-2021 00:00,119.0568,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
02-11-2021 00:00,119.2458,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
01-11-2021 00:00,119.0781,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
29-10-2021 00:00,118.2386,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
28-10-2021 00:00,118.2036,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
27-10-2021 00:00,119.256,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
26-10-2021 00:00,119.393,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
25-10-2021 00:00,118.8801,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
22-10-2021 00:00,118.7221,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
21-10-2021 00:00,118.9667,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
20-10-2021 00:00,118.8749,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
18-10-2021 00:00,119.56,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
14-10-2021 00:00,119.2409,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
13-10-2021 00:00,118.8363,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
12-10-2021 00:00,118.1506,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
11-10-2021 00:00,118.0265,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
08-10-2021 00:00,117.557,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
07-10-2021 00:00,117.4395,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
06-10-2021 00:00,116.7052,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
05-10-2021 00:00,117.2424,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
04-10-2021 00:00,116.781,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
01-10-2021 00:00,116.3311,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
30-09-2021 00:00,115.6138,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
29-09-2021 00:00,115.6947,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
28-09-2021 00:00,115.331,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
27-09-2021 00:00,115.5683,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
24-09-2021 00:00,115.471,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
23-09-2021 00:00,115.457,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
22-09-2021 00:00,114.5697,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
21-09-2021 00:00,114.2832,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
20-09-2021 00:00,114.0396,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
17-09-2021 00:00,114.7033,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
16-09-2021 00:00,114.8651,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
15-09-2021 00:00,114.7122,Franklin India Dynamic Asset Allocation Active FOF Dir Gr,Domestic
